order_id,gender_category,product_line,product_name,size,units_sold,mrp,discount_applied,revenue,order_date,sales_channel,region,profit,month
3207,Kids,Training,SuperRep Go,,2.0,6110.030000000001,0.0,12220.060000000001,,Retail,pune,3909.06,
3208,Kids,Training,Metcon 7,,0.0,6110.030000000001,0.97,0.0,,Retail,mumbai,2190.72,
3209,Women,Training,Flex Trainer,M,0.0,6110.030000000001,0.17,0.0,2024-08-20,Retail,bengaluru,1986.27,8.0
3210,Women,Training,SuperRep Go,M,4.0,6344.63,0.0,25378.52,,Online,mumbai,160.73,
3211,Women,Lifestyle,Blazer Mid,L,0.0,8346.17,0.82,0.0,,Retail,kolkata,1368.59,
3212,Kids,Soccer,Mercurial Superfly,M,4.0,7670.57,0.0,30682.28,2024-10-05,Retail,kolkata,2025.11,10.0
3213,Men,Running,Air Zoom,XL,0.0,6110.030000000001,0.0,0.0,2024-12-28,Online,kolkata,3221.7,12.0
3214,Kids,Lifestyle,Dunk Low,XL,0.0,6110.030000000001,0.0,0.0,,Online,kolkata,-857.15,
3215,Men,Soccer,Phantom GT,XL,0.0,6110.030000000001,0.0,0.0,2024-02-20,Online,kolkata,2109.68,2.0
3216,Men,Basketball,Air Jordan,XL,0.0,6110.030000000001,0.0,0.0,2023-08-14,Online,mumbai,2508.13,8.0
3217,Men,Soccer,Tiempo Legend,6,1.0,4819.75,0.22,4809.14655,,Retail,pune,-514.9,
3218,Men,Running,Air Zoom,6,0.0,4854.18,0.0,0.0,,Retail,kolkata,3807.88,
3219,Women,Basketball,Air Jordan,XL,0.0,2277.83,1.04,0.0,,Online,delhi,1151.76,
3220,Women,Lifestyle,Dunk Low,11,0.0,6110.030000000001,0.0,0.0,,Online,bangalore,2731.04,
3221,Women,Basketball,LeBron 20,,2.0,9682.68,0.88,19194.944832,,Online,pune,1650.44,
3223,Men,Soccer,Mercurial Superfly,M,0.0,6110.030000000001,0.0,0.0,,Online,delhi,3088.54,
3224,Women,Soccer,Phantom GT,,1.0,9872.38,0.18,9854.609715999999,,Retail,pune,233.85,
3225,Kids,Basketball,Kyrie Flytrap,L,0.0,7364.6,0.0,0.0,2023-12-20,Retail,kolkata,-458.05,12.0
3226,Men,Soccer,Mercurial Superfly,,2.0,4585.77,0.0,9171.54,,Retail,pune,-241.59,
3227,Women,Training,ZoomX Invincible,7,1.0,6110.030000000001,0.2,6097.809940000001,,Online,delhi,-604.23,
3228,Kids,Basketball,LeBron 20,XL,0.0,6745.63,0.0,0.0,,Retail,bengaluru,3620.9,
3229,Kids,Running,Free RN,,0.0,6110.030000000001,1.0,0.0,,Retail,pune,188.96,
3230,Men,Soccer,Phantom GT,XL,0.0,7398.98,0.87,0.0,,Retail,delhi,3634.75,
3231,Men,Lifestyle,Dunk Low,L,0.0,6406.53,0.9,0.0,,Online,kolkata,2859.55,
3232,Kids,Lifestyle,Air Force 1,,0.0,6110.030000000001,0.0,0.0,2023-11-11,Online,pune,2083.57,11.0
3233,Men,Soccer,Phantom GT,M,1.0,4091.68,0.0,4091.68,,Retail,hyd,571.8,
3234,Kids,Soccer,Phantom GT,XL,0.0,6110.030000000001,0.0,0.0,,Online,delhi,327.76,
3235,Women,Training,SuperRep Go,,0.0,6110.030000000001,0.75,0.0,,Retail,hyderabad,1899.62,
3236,Kids,Lifestyle,Blazer Mid,,4.0,6110.030000000001,0.68,24273.927184,,Retail,hyderbad,-37.37,
3237,Kids,Basketball,LeBron 20,L,3.0,5596.52,0.0,16789.56,2024-08-16,Retail,mumbai,2926.28,8.0
3238,Women,Training,SuperRep Go,XL,1.0,4420.21,0.32,4406.065328,,Retail,mumbai,705.58,
3241,Women,Basketball,LeBron 20,XL,0.0,7477.49,0.0,0.0,,Retail,bangalore,3176.2,
3242,Men,Basketball,LeBron 20,L,0.0,9677.18,0.59,0.0,,Retail,bengaluru,609.45,
3243,Men,Lifestyle,Air Force 1,L,3.0,6110.030000000001,0.0,18330.090000000004,,Retail,pune,1943.22,
3244,Women,Training,Metcon 7,M,0.0,6110.030000000001,0.0,0.0,,Online,hyderbad,1750.18,
3245,Women,Running,React Infinity,L,3.0,6110.030000000001,0.0,18330.090000000004,2024-05-19,Retail,pune,3102.91,5.0
3246,Men,Running,Air Zoom,7,0.0,7787.74,0.0,0.0,,Online,pune,479.25,
3247,Men,Training,ZoomX Invincible,,1.0,5888.37,0.0,5888.37,,Online,mumbai,3687.47,
3248,Women,Lifestyle,Blazer Mid,12,0.0,8234.91,0.0,0.0,2024-11-24,Online,mumbai,2984.1,11.0
3249,Kids,Lifestyle,Blazer Mid,M,1.0,4738.25,0.0,4738.25,,Online,bengaluru,731.1,
3250,Women,Lifestyle,Air Force 1,L,0.0,6110.030000000001,0.0,0.0,,Online,pune,1172.07,
3252,Men,Basketball,Zoom Freak,10,1.0,6110.030000000001,0.0,6110.030000000001,2024-03-26,Online,mumbai,-563.83,3.0
3253,Kids,Running,Air Zoom,10,0.0,6110.030000000001,0.0,0.0,,Online,bangalore,2267.92,
3254,Women,Soccer,Mercurial Superfly,,0.0,6110.030000000001,0.51,0.0,,Retail,mumbai,3035.41,
3256,Men,Training,SuperRep Go,M,0.0,4814.32,0.0,0.0,,Retail,hyderbad,-583.08,
3258,Men,Lifestyle,Dunk Low,M,0.0,6110.030000000001,0.0,0.0,,Online,mumbai,853.35,
3259,Women,Lifestyle,Air Force 1,6,0.0,7305.78,0.0,0.0,,Retail,mumbai,573.79,
3260,Men,Soccer,Mercurial Superfly,7,1.0,6110.030000000001,0.0,6110.030000000001,2025-06-28,Online,mumbai,1287.17,6.0
3261,Men,Basketball,Air Jordan,XL,0.0,6110.030000000001,0.0,0.0,,Online,hyd,472.79,
3262,Women,Basketball,LeBron 20,6,0.0,6110.030000000001,0.0,0.0,2024-12-26,Retail,bangalore,1490.29,12.0
3263,Women,Running,React Infinity,L,4.0,6110.030000000001,0.0,24440.120000000003,,Online,mumbai,2278.12,
3264,Men,Training,Metcon 7,,2.0,6110.030000000001,0.13,12204.173922000002,,Online,bangalore,-992.25,
3265,Women,Soccer,Mercurial Superfly,M,4.0,6110.030000000001,0.0,24440.120000000003,,Retail,bangalore,2860.71,
2006,Kids,Training,Flex Trainer,7,3.0,6110.030000000001,0.0,18330.090000000004,,Retail,delhi,-573.18,
3267,Kids,Lifestyle,Air Force 1,,0.0,6110.030000000001,0.52,0.0,,Retail,pune,345.92,
3268,Men,Soccer,Mercurial Superfly,L,0.0,6110.030000000001,0.0,0.0,2025-07-11,Retail,mumbai,1586.4,7.0
3269,Women,Soccer,Mercurial Superfly,M,0.0,7268.31,0.0,0.0,2024-12-03,Online,mumbai,-719.57,12.0
3270,Kids,Lifestyle,Dunk Low,XL,0.0,6110.030000000001,0.0,0.0,2025-06-03,Online,pune,3619.8,6.0
3271,Men,Basketball,LeBron 20,6,0.0,6110.030000000001,0.0,0.0,,Retail,hyderabad,545.1,
3272,Men,Lifestyle,Blazer Mid,8,0.0,6110.030000000001,0.0,0.0,,Retail,hyderbad,-321.24,
3274,Men,Training,SuperRep Go,L,3.0,6031.14,0.15,18066.279870000002,,Retail,hyderbad,169.05,
3275,Women,Soccer,Premier III,L,4.0,6110.030000000001,0.0,24440.120000000003,,Retail,hyd,1652.12,
3277,Men,Training,SuperRep Go,,4.0,6110.030000000001,0.0,24440.120000000003,,Online,bengaluru,293.59,
3278,Kids,Lifestyle,Dunk Low,L,0.0,6110.030000000001,0.0,0.0,,Retail,pune,107.83,
3279,Kids,Soccer,Mercurial Superfly,XL,4.0,2572.41,0.1,10279.350359999999,,Retail,delhi,3098.28,
3281,Men,Soccer,Mercurial Superfly,L,2.0,6075.6,0.0,12151.2,,Retail,pune,93.8,
3282,Kids,Basketball,Air Jordan,XL,4.0,6110.030000000001,0.23,24383.907724000004,2024-05-19,Retail,delhi,-190.17,5.0
3283,Men,Soccer,Premier III,XL,2.0,6110.030000000001,0.0,12220.060000000001,,Online,mumbai,3871.51,
3284,Women,Running,Free RN,,4.0,5776.74,0.0,23106.96,2024-08-20,Online,kolkata,210.83,8.0
3285,Men,Training,Metcon 7,XL,4.0,6110.030000000001,0.0,24440.120000000003,,Online,hyderabad,-401.38,
3286,Kids,Basketball,LeBron 20,,0.0,4323.86,0.0,0.0,,Retail,hyderbad,-577.54,
3287,Kids,Running,Free RN,,0.0,6110.030000000001,1.02,0.0,,Retail,mumbai,-1184.98,
3288,Kids,Lifestyle,Dunk Low,10,4.0,6110.030000000001,0.0,24440.120000000003,,Retail,delhi,3852.98,
3290,Kids,Lifestyle,Air Force 1,XL,2.0,7377.71,0.0,14755.42,,Online,pune,2588.85,
3291,Women,Running,Free RN,XL,0.0,6110.030000000001,0.0,0.0,,Retail,hyderabad,-231.54,
3292,Women,Training,Metcon 7,M,0.0,6110.030000000001,0.0,0.0,2025-05-23,Online,hyd,2299.04,5.0
3293,Kids,Lifestyle,Blazer Mid,,0.0,6110.030000000001,0.0,0.0,,Online,kolkata,1013.24,
3294,Women,Basketball,LeBron 20,,0.0,6110.030000000001,0.0,0.0,,Retail,kolkata,-101.37,
3295,Women,Training,SuperRep Go,10,0.0,2983.6,0.0,0.0,,Online,delhi,3650.65,
2021,Kids,Running,React Infinity,12,4.0,6110.030000000001,0.0,24440.120000000003,,Online,hyderabad,2465.98,
3297,Men,Lifestyle,Air Force 1,L,0.0,5875.99,0.0,0.0,,Online,delhi,3803.18,
3298,Men,Training,ZoomX Invincible,,4.0,9716.03,0.0,38864.12,,Online,mumbai,2961.23,
3299,Men,Basketball,Kyrie Flytrap,,0.0,6110.030000000001,0.68,0.0,,Retail,bengaluru,1517.07,
3300,Women,Basketball,Air Jordan,L,2.0,6110.030000000001,0.0,12220.060000000001,,Retail,bangalore,3436.23,
3301,Women,Lifestyle,Waffle One,L,0.0,4492.46,0.0,0.0,,Retail,hyderabad,1018.52,
3302,Women,Soccer,Tiempo Legend,M,0.0,6226.74,0.0,0.0,,Retail,pune,-316.51,
3303,Kids,Soccer,Tiempo Legend,9,2.0,6380.5,0.0,12761.0,2024-10-19,Online,kolkata,2846.02,10.0
3304,Women,Running,React Infinity,M,0.0,6110.030000000001,0.65,0.0,,Online,mumbai,2405.3,
3305,Kids,Running,Free RN,,0.0,4216.14,0.0,0.0,2024-10-17,Retail,hyd,-687.95,10.0
3306,Kids,Basketball,LeBron 20,L,0.0,6110.030000000001,0.25,0.0,,Retail,mumbai,3052.49,
3307,Women,Soccer,Mercurial Superfly,M,0.0,7127.99,0.0,0.0,,Online,mumbai,818.55,
3308,Men,Training,ZoomX Invincible,,0.0,6110.030000000001,0.85,0.0,,Online,bangalore,2625.19,
3309,Men,Lifestyle,Air Force 1,,0.0,5594.08,0.0,0.0,2023-09-12,Retail,hyd,626.95,9.0
3310,Women,Running,Free RN,M,4.0,6110.030000000001,0.21,24388.795748000004,2025-04-18,Retail,kolkata,2856.16,4.0
3311,Kids,Soccer,Premier III,M,0.0,6110.030000000001,0.04,0.0,,Online,delhi,3152.21,
3312,Women,Basketball,Zoom Freak,M,1.0,8069.3,0.0,8069.3,,Retail,pune,-95.96,
3313,Kids,Basketball,Kyrie Flytrap,8,0.0,9460.52,0.0,0.0,,Retail,hyderbad,-476.54,
3314,Men,Training,ZoomX Invincible,9,2.0,7050.14,0.0,14100.28,,Retail,hyd,-815.54,
3315,Women,Training,Metcon 7,XL,0.0,6110.030000000001,0.0,0.0,,Retail,bangalore,1345.26,
3316,Women,Running,React Infinity,L,0.0,6110.030000000001,1.02,0.0,2024-04-25,Online,bengaluru,27.15,4.0
3317,Kids,Basketball,Air Jordan,10,3.0,6110.030000000001,0.0,18330.090000000004,,Online,hyderbad,3852.52,
3318,Men,Training,Flex Trainer,XL,0.0,6110.030000000001,0.0,0.0,,Online,delhi,1096.06,
3319,Women,Running,Air Zoom,XL,0.0,6109.1,0.37,0.0,,Retail,mumbai,-846.73,
3320,Kids,Basketball,Air Jordan,,0.0,8046.47,0.05,0.0,,Online,kolkata,-274.91,
3321,Kids,Soccer,Tiempo Legend,M,4.0,4986.67,1.07,19733.250524,,Retail,mumbai,3170.16,
3322,Men,Training,Metcon 7,M,0.0,6110.030000000001,0.0,0.0,2023-08-28,Online,hyderabad,864.55,8.0
3324,Women,Lifestyle,Dunk Low,,0.0,6110.030000000001,0.0,0.0,,Retail,hyderabad,-871.48,
3325,Kids,Basketball,LeBron 20,L,0.0,6110.030000000001,0.0,0.0,,Online,hyderabad,1115.7,
3326,Men,Training,SuperRep Go,M,0.0,6110.030000000001,0.88,0.0,,Online,mumbai,991.04,
3327,Men,Training,Flex Trainer,12,3.0,6110.030000000001,0.0,18330.090000000004,,Online,bengaluru,-1155.61,
3329,Kids,Training,ZoomX Invincible,M,0.0,6110.030000000001,0.0,0.0,2024-04-28,Retail,kolkata,530.29,4.0
3332,Men,Training,SuperRep Go,L,0.0,3106.54,0.0,0.0,,Retail,pune,3793.25,
3333,Kids,Training,SuperRep Go,L,2.0,6110.030000000001,0.0,12220.060000000001,,Retail,kolkata,1519.97,
3334,Kids,Soccer,Tiempo Legend,L,3.0,2471.71,0.0,7415.13,2023-11-14,Online,mumbai,1190.89,11.0
3335,Men,Soccer,Premier III,,0.0,3138.53,0.0,0.0,2024-08-17,Retail,delhi,1221.99,8.0
3336,Kids,Running,React Infinity,XL,0.0,4334.53,0.0,0.0,,Online,hyd,2759.16,
3337,Men,Training,ZoomX Invincible,L,4.0,6110.030000000001,0.0,24440.120000000003,2024-10-10,Online,delhi,2915.13,10.0
3338,Women,Training,ZoomX Invincible,L,0.0,6110.030000000001,1.24,0.0,,Online,kolkata,3011.73,
3339,Men,Lifestyle,Air Force 1,,0.0,6656.01,0.0,0.0,,Retail,delhi,2014.52,
3340,Kids,Soccer,Premier III,M,3.0,3248.74,0.0,9746.22,,Retail,mumbai,2551.47,
3341,Kids,Training,Metcon 7,8,3.0,8387.99,0.0,25163.97,2024-03-23,Online,bangalore,1693.41,3.0
2037,Women,Lifestyle,Dunk Low,12,4.0,6110.030000000001,1.23,24139.506524000004,2025-04-11,Online,delhi,3651.05,4.0
3343,Kids,Basketball,Air Jordan,L,3.0,9405.77,0.0,28217.31,,Retail,hyderbad,1688.78,
3344,Kids,Soccer,Mercurial Superfly,12,0.0,8217.37,1.06,0.0,,Retail,hyderbad,303.77,
2048,Men,Lifestyle,Blazer Mid,XL,0.0,6110.030000000001,0.0,0.0,,Online,bangalore,1635.47,
3346,Kids,Training,SuperRep Go,12,4.0,6110.030000000001,0.15,24403.459820000004,,Retail,delhi,3392.46,
3347,Men,Training,ZoomX Invincible,L,0.0,4389.44,0.0,0.0,,Online,mumbai,1546.55,
3348,Women,Soccer,Mercurial Superfly,9,0.0,2114.86,0.0,0.0,,Online,hyd,2636.76,
3349,Men,Training,ZoomX Invincible,M,0.0,8180.92,1.25,0.0,,Retail,hyderabad,-481.2,
3350,Women,Basketball,Zoom Freak,L,0.0,6110.030000000001,0.48,0.0,,Online,bangalore,2199.43,
3351,Men,Training,SuperRep Go,,0.0,5319.24,0.48,0.0,,Online,kolkata,-382.32,
3352,Women,Training,SuperRep Go,9,0.0,6622.41,0.23,0.0,,Retail,pune,1437.43,
2028,Men,Basketball,Kyrie Flytrap,7,4.0,2824.55,0.0,11298.2,,Online,delhi,1123.78,
3354,Men,Lifestyle,Dunk Low,L,0.0,6110.030000000001,0.4,0.0,,Retail,kolkata,-987.6,
3355,Kids,Basketball,LeBron 20,6,0.0,7781.4,1.14,0.0,,Online,pune,1815.96,
3356,Women,Soccer,Tiempo Legend,M,4.0,6110.030000000001,0.0,24440.120000000003,,Online,mumbai,724.11,
3357,Kids,Training,Flex Trainer,M,4.0,6206.45,0.5,24701.671,,Online,delhi,678.42,
3358,Men,Basketball,Kyrie Flytrap,M,0.0,6110.030000000001,0.43,0.0,2024-08-01,Online,hyd,2019.56,8.0
3359,Kids,Basketball,LeBron 20,,0.0,9362.81,1.16,0.0,,Retail,mumbai,2963.03,
3360,Women,Training,Metcon 7,M,4.0,6110.030000000001,0.06,24425.455928000003,2024-07-31,Online,bangalore,304.12,7.0
3361,Women,Basketball,LeBron 20,XL,0.0,6110.030000000001,0.0,0.0,,Retail,bengaluru,3007.91,
3362,Men,Lifestyle,Air Force 1,L,0.0,6110.030000000001,0.0,0.0,2024-03-10,Retail,delhi,2730.12,3.0
3363,Women,Basketball,Kyrie Flytrap,,3.0,6110.030000000001,0.6,18220.109460000003,,Online,bengaluru,39.86,
3364,Kids,Soccer,Premier III,M,0.0,6110.030000000001,0.24,0.0,,Online,pune,-371.86,
3365,Kids,Running,Air Zoom,M,0.0,6110.030000000001,0.95,0.0,,Retail,pune,-445.03,
3366,Men,Basketball,LeBron 20,M,0.0,6110.030000000001,0.0,0.0,,Retail,pune,2762.68,
2029,Kids,Training,Metcon 7,L,0.0,6548.87,0.2,0.0,,Online,kolkata,3640.6,
3368,Women,Training,Flex Trainer,M,0.0,6110.030000000001,0.0,0.0,,Retail,delhi,2027.47,
3369,Men,Running,React Infinity,L,0.0,5103.34,0.05,0.0,2024-09-27,Online,kolkata,1247.02,9.0
3370,Women,Basketball,Air Jordan,XL,0.0,3328.45,0.0,0.0,,Retail,bengaluru,-1137.54,
3371,Men,Training,Flex Trainer,XL,1.0,2636.01,0.0,2636.01,,Retail,delhi,2255.43,
3372,Kids,Basketball,Kyrie Flytrap,M,0.0,6110.030000000001,0.77,0.0,,Online,delhi,-1088.45,
3373,Kids,Training,SuperRep Go,8,0.0,6110.030000000001,0.76,0.0,,Retail,pune,1069.43,
3374,Men,Training,Flex Trainer,M,4.0,4500.96,0.0,18003.84,,Online,pune,1905.25,
3375,Kids,Running,Free RN,M,0.0,2134.23,0.0,0.0,,Online,bangalore,1647.39,
3376,Kids,Soccer,Phantom GT,6,0.0,6110.030000000001,0.0,0.0,,Retail,kolkata,1286.64,
3377,Men,Basketball,Kyrie Flytrap,M,0.0,6110.030000000001,0.38,0.0,,Online,hyderbad,1295.93,
3378,Kids,Soccer,Phantom GT,XL,1.0,3642.74,0.0,3642.74,,Online,kolkata,2416.87,
3379,Men,Basketball,Air Jordan,,2.0,5000.49,0.86,9914.971571999999,2024-10-23,Retail,pune,3000.14,10.0
3380,Women,Basketball,Kyrie Flytrap,,2.0,2557.29,0.0,5114.58,,Online,mumbai,3463.32,
3381,Men,Training,ZoomX Invincible,,1.0,6110.030000000001,0.0,6110.030000000001,2024-02-23,Retail,mumbai,2718.47,2.0
3382,Men,Basketball,LeBron 20,XL,2.0,9187.23,0.0,18374.46,,Retail,hyd,1710.15,
3383,Women,Lifestyle,Air Force 1,XL,0.0,6110.030000000001,0.0,0.0,,Retail,bangalore,3793.87,
3384,Women,Basketball,Air Jordan,10,0.0,6110.030000000001,0.27,0.0,,Retail,bengaluru,144.65,
3385,Men,Training,ZoomX Invincible,,0.0,9019.91,0.0,0.0,2025-03-21,Online,hyd,-643.93,3.0
3386,Women,Soccer,Phantom GT,8,0.0,9212.82,1.09,0.0,,Retail,hyd,3827.83,
3387,Men,Soccer,Phantom GT,10,4.0,6110.030000000001,1.07,24178.610716000003,2025-06-21,Retail,bengaluru,2821.58,6.0
3388,Women,Running,Free RN,7,0.0,4042.33,0.0,0.0,,Online,pune,1915.52,
3389,Women,Running,Air Zoom,M,3.0,9764.91,0.0,29294.73,2025-04-04,Online,mumbai,3491.49,4.0
2044,Kids,Soccer,Premier III,XL,3.0,2068.95,0.81,6156.574514999999,,Retail,delhi,-182.98,
3391,Women,Soccer,Mercurial Superfly,M,2.0,6110.030000000001,0.0,12220.060000000001,2023-11-14,Retail,hyderbad,1628.31,11.0
3393,Kids,Basketball,Air Jordan,M,0.0,6110.030000000001,0.68,0.0,,Online,bangalore,1329.32,
3394,Kids,Lifestyle,Dunk Low,XL,1.0,6110.030000000001,0.0,6110.030000000001,,Online,hyderbad,2396.11,
3395,Women,Running,Free RN,L,3.0,6110.030000000001,0.0,18330.090000000004,,Online,mumbai,3069.77,
3396,Kids,Running,Free RN,L,0.0,6325.01,0.0,0.0,,Retail,bangalore,-1047.8,
3397,Women,Lifestyle,Dunk Low,M,0.0,9972.81,0.0,0.0,,Online,mumbai,3478.84,
3398,Men,Basketball,LeBron 20,XL,2.0,2082.49,0.0,4164.98,2023-08-27,Retail,kolkata,415.57,8.0
3399,Women,Basketball,LeBron 20,6,0.0,4507.45,0.0,0.0,,Online,hyd,-1021.01,
3400,Kids,Lifestyle,Waffle One,M,0.0,6110.030000000001,0.23,0.0,,Retail,hyderbad,703.25,
3401,Kids,Basketball,Zoom Freak,M,0.0,6110.030000000001,0.0,0.0,,Retail,kolkata,3834.84,
3402,Women,Running,Pegasus Turbo,,0.0,9706.84,0.03,0.0,,Online,pune,-229.84,
3403,Kids,Training,Flex Trainer,M,0.0,6110.030000000001,0.0,0.0,,Retail,pune,-200.19,
3404,Kids,Basketball,Zoom Freak,XL,0.0,6110.030000000001,0.0,0.0,,Online,pune,1505.06,
3405,Women,Lifestyle,Dunk Low,M,0.0,9986.17,1.04,0.0,2025-01-04,Online,kolkata,1861.72,1.0
3406,Women,Basketball,Zoom Freak,10,0.0,6110.030000000001,1.06,0.0,,Online,bangalore,3314.92,
3407,Women,Lifestyle,Air Force 1,11,0.0,5704.39,1.11,0.0,,Retail,delhi,-4.1,
3408,Men,Basketball,Air Jordan,XL,0.0,6110.030000000001,0.0,0.0,,Retail,delhi,1675.58,
3409,Kids,Running,Air Zoom,M,1.0,6312.01,0.3,6293.07397,,Retail,delhi,-1106.07,
3410,Kids,Running,Free RN,,0.0,6110.030000000001,0.0,0.0,,Retail,hyderbad,2396.55,
3411,Kids,Soccer,Mercurial Superfly,9,0.0,6110.030000000001,0.0,0.0,,Retail,pune,-970.59,
3412,Men,Training,Flex Trainer,XL,0.0,6983.68,0.0,0.0,,Online,hyderbad,2789.29,
3413,Kids,Soccer,Phantom GT,XL,2.0,6110.030000000001,0.0,12220.060000000001,2023-07-31,Online,hyderbad,2752.65,7.0
3414,Men,Lifestyle,Dunk Low,7,4.0,9996.22,0.0,39984.88,,Online,mumbai,520.63,
3416,Men,Soccer,Phantom GT,XL,0.0,8954.59,0.33,0.0,,Retail,hyd,-819.45,
3417,Men,Basketball,LeBron 20,XL,0.0,5700.61,0.0,0.0,,Online,kolkata,-409.81,
3418,Men,Soccer,Tiempo Legend,M,1.0,6110.030000000001,1.24,6034.265628000001,,Retail,bangalore,639.28,
3419,Kids,Training,SuperRep Go,,4.0,6110.030000000001,0.92,24215.270896,,Online,mumbai,-1180.16,
3420,Women,Soccer,Premier III,,1.0,3395.24,0.0,3395.24,,Online,delhi,1266.29,
3421,Women,Basketball,Zoom Freak,L,0.0,6110.030000000001,0.0,0.0,,Online,hyderbad,-242.44,
3422,Kids,Training,Metcon 7,XL,0.0,3197.01,0.0,0.0,2024-01-18,Retail,hyderabad,2432.76,1.0
3423,Kids,Basketball,Kyrie Flytrap,L,2.0,6110.030000000001,0.0,12220.060000000001,,Retail,mumbai,106.0,
3424,Women,Training,SuperRep Go,M,0.0,7007.84,0.32,0.0,,Online,mumbai,1955.19,
3426,Men,Running,Free RN,L,0.0,8124.38,1.16,0.0,,Online,delhi,3119.24,
3427,Men,Running,Pegasus Turbo,8,1.0,6110.030000000001,0.0,6110.030000000001,,Retail,mumbai,2741.85,
3428,Women,Basketball,Air Jordan,6,1.0,2825.86,0.23,2819.3605220000004,,Online,bangalore,625.3,
3429,Men,Soccer,Premier III,10,0.0,6110.030000000001,0.0,0.0,,Retail,delhi,-77.97,
3430,Men,Training,Flex Trainer,M,0.0,7036.03,0.0,0.0,,Online,bengaluru,-890.2,
3432,Kids,Basketball,Kyrie Flytrap,XL,0.0,6110.030000000001,0.0,0.0,,Online,kolkata,-640.44,
2028,Kids,Lifestyle,Waffle One,XL,0.0,6110.030000000001,0.95,0.0,,Online,delhi,2511.65,
3434,Kids,Basketball,Air Jordan,XL,0.0,8741.65,0.0,0.0,,Online,delhi,570.25,
3435,Men,Training,SuperRep Go,,4.0,6110.030000000001,0.0,24440.120000000003,,Online,delhi,2936.54,
3436,Kids,Soccer,Mercurial Superfly,L,0.0,6110.030000000001,0.0,0.0,2025-06-11,Retail,bangalore,2107.65,6.0
3437,Kids,Soccer,Tiempo Legend,M,0.0,6110.030000000001,0.0,0.0,2024-05-10,Retail,mumbai,-113.52,5.0
3438,Women,Soccer,Phantom GT,7,3.0,6110.030000000001,0.18,18297.095838000005,,Retail,hyderbad,1669.74,
2043,Kids,Running,React Infinity,6,0.0,5395.6,0.06,0.0,,Online,delhi,2992.96,
3440,Kids,Lifestyle,Waffle One,M,3.0,6110.030000000001,0.0,18330.090000000004,,Online,mumbai,-510.72,
3441,Kids,Running,Free RN,12,2.0,9313.98,0.0,18627.96,,Retail,delhi,3301.27,
3442,Kids,Basketball,Zoom Freak,XL,4.0,6110.030000000001,0.0,24440.120000000003,2025-01-21,Online,mumbai,3129.5,1.0
3443,Kids,Basketball,Zoom Freak,8,0.0,2989.01,0.0,0.0,,Retail,mumbai,3549.06,
3444,Men,Basketball,LeBron 20,L,0.0,6110.030000000001,0.0,0.0,,Online,kolkata,-382.31,
3446,Men,Lifestyle,Dunk Low,8,0.0,6110.030000000001,0.0,0.0,,Retail,bangalore,1680.5,
3447,Women,Basketball,LeBron 20,M,0.0,6110.030000000001,0.0,0.0,,Retail,hyderabad,1860.15,
2038,Kids,Lifestyle,Air Force 1,,0.0,7609.9,0.05,0.0,,Online,delhi,788.86,
3449,Men,Training,ZoomX Invincible,,0.0,6110.030000000001,0.25,0.0,,Retail,delhi,1586.59,
3450,Men,Running,React Infinity,M,3.0,6110.030000000001,0.0,18330.090000000004,2024-01-16,Retail,bengaluru,904.82,1.0
3451,Men,Training,SuperRep Go,7,0.0,6110.030000000001,0.0,0.0,,Retail,mumbai,720.76,
3452,Men,Training,SuperRep Go,11,0.0,6110.030000000001,0.0,0.0,,Online,delhi,1239.11,
3453,Kids,Soccer,Phantom GT,,0.0,2033.28,0.0,0.0,,Retail,delhi,2003.05,
3454,Kids,Basketball,Zoom Freak,XL,2.0,6110.030000000001,0.0,12220.060000000001,,Online,delhi,2313.95,
3455,Women,Soccer,Premier III,,0.0,5947.51,0.0,0.0,,Retail,hyderbad,1352.56,
3457,Women,Training,Flex Trainer,11,0.0,6110.030000000001,0.81,0.0,,Online,pune,3777.72,
3458,Women,Running,Pegasus Turbo,,0.0,6110.030000000001,0.83,0.0,,Online,mumbai,257.87,
3459,Men,Lifestyle,Blazer Mid,,0.0,6100.23,0.0,0.0,,Retail,hyderabad,2745.91,
3460,Women,Running,React Infinity,XL,0.0,5403.67,0.0,0.0,,Online,pune,1372.6,
2004,Kids,Running,Free RN,10,1.0,6110.030000000001,0.0,6110.030000000001,,Online,hyd,2588.88,
3462,Women,Basketball,Kyrie Flytrap,,3.0,2610.98,0.0,7832.9400000000005,,Retail,bangalore,274.97,
3463,Women,Soccer,Phantom GT,12,1.0,6110.030000000001,0.0,6110.030000000001,,Retail,pune,1853.7,
3464,Kids,Training,Flex Trainer,XL,0.0,3362.64,0.0,0.0,,Online,bengaluru,1587.01,
3465,Men,Lifestyle,Dunk Low,,2.0,6110.030000000001,0.0,12220.060000000001,2023-11-29,Online,delhi,1698.7,11.0
3466,Men,Basketball,Kyrie Flytrap,,2.0,6498.22,0.5,12931.4578,,Retail,mumbai,-360.53,
3467,Men,Lifestyle,Air Force 1,M,2.0,6110.030000000001,0.0,12220.060000000001,,Online,bengaluru,1472.83,
3468,Men,Soccer,Phantom GT,,4.0,9577.99,0.93,37955.658772,,Online,kolkata,-259.93,
3469,Kids,Running,Air Zoom,10,1.0,4590.24,0.0,4590.24,,Online,mumbai,3792.66,
